labels,datasetname,clone_name,timepoint,fraction,ncells,mean_1_plus_s,median_1_plus_s,sd_1_plus_s,S
HER2+,SA532,A,X4,0.97810219,402,1,1,0,
HER2+,SA532,A,X5,0.725581395,156,1,1,0,
HER2+,SA532,A,X7,0.043859649,5,1,1,0,
HER2+,SA532,A,X8,0.067961165,14,1,1,0,
HER2+,SA532,A,X9,0.072815534,30,1,1,0,
HER2+,SA532,B,X2,0.015037594,2,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X3,0.019264448,11,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X4,0.01946472,8,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X5,0.046511628,10,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X7,0.175438596,20,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X8,0.121359223,25,1.011635236,1.011335744,0.009250455,
HER2+,SA532,B,X9,0.140776699,58,1.011635236,1.011335744,0.009250455,
HER2+,SA532,C,X2,0.007518797,1,1.013759229,1.013585309,0.009698949,
HER2+,SA532,C,X3,0.010507881,6,1.013759229,1.013585309,0.009698949,
HER2+,SA532,C,X5,0.060465116,13,1.013759229,1.013585309,0.009698949,
HER2+,SA532,C,X7,0.254385965,29,1.013759229,1.013585309,0.009698949,
HER2+,SA532,C,X8,0.13592233,28,1.013759229,1.013585309,0.009698949,
HER2+,SA532,C,X9,0.213592233,88,1.013759229,1.013585309,0.009698949,
HER2+,SA532,D,X1,0.007633588,1,1.015189638,1.014899107,0.008489407,
HER2+,SA532,D,X4,0.00243309,1,1.015189638,1.014899107,0.008489407,
HER2+,SA532,D,X5,0.16744186,36,1.015189638,1.014899107,0.008489407,
HER2+,SA532,D,X7,0.526315789,60,1.015189638,1.014899107,0.008489407,
HER2+,SA532,D,X8,0.674757282,139,1.015189638,1.014899107,0.008489407,
HER2+,SA532,D,X9,0.572815534,236,1.015189638,1.014899107,0.008489407,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,A,X10,0.713235294,194,1.013548703,1.013524081,0.008769839,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,A,X6,0.243644068,115,1.013548703,1.013524081,0.008769839,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,A,X7,0.204334365,66,1.013548703,1.013524081,0.008769839,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,A,X8,0.332684825,171,1.013548703,1.013524081,0.008769839,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,A,X9,0.46,69,1.013548703,1.013524081,0.008769839,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,B,X6,0.091101695,43,0.981347487,0.98146345,0.010854216,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,B,X7,0.030959752,10,0.981347487,0.98146345,0.010854216,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,B,X8,0.007782101,4,0.981347487,0.98146345,0.010854216,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,B,X9,0.006666667,1,0.981347487,0.98146345,0.010854216,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,C,X6,0.099576271,47,1,1,0,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,D,X10,0.029411765,8,1.001838712,1.003500725,0.018656652,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,D,X6,0.012711864,6,1.001838712,1.003500725,0.018656652,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,D,X7,0.021671827,7,1.001838712,1.003500725,0.018656652,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,D,X8,0.110894942,57,1.001838712,1.003500725,0.018656652,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,D,X9,0.106666667,16,1.001838712,1.003500725,0.018656652,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,E,X10,0.066176471,18,1.008078609,1.008021907,0.010240057,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,E,X6,0.099576271,47,1.008078609,1.008021907,0.010240057,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,E,X7,0.188854489,61,1.008078609,1.008021907,0.010240057,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,E,X8,0.159533074,82,1.008078609,1.008021907,0.010240057,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,E,X9,0.1,15,1.008078609,1.008021907,0.010240057,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,F,X10,0.011029412,3,1.004179235,1.004172624,0.012949549,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,F,X6,0.061440678,29,1.004179235,1.004172624,0.012949549,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,F,X7,0.077399381,25,1.004179235,1.004172624,0.012949549,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,F,X8,0.085603113,44,1.004179235,1.004172624,0.012949549,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,F,X9,0.04,6,1.004179235,1.004172624,0.012949549,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,G,X6,0.190677966,90,1.001344201,1.001656305,0.012135899,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,G,X7,0.068111455,22,1.001344201,1.001656305,0.012135899,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,G,X8,0.027237354,14,1.001344201,1.001656305,0.012135899,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,G,X9,0.013333333,2,1.001344201,1.001656305,0.012135899,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,H,X10,0.139705882,38,1.010835805,1.011185885,0.012583879,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,H,X6,0.044491525,21,1.010835805,1.011185885,0.012583879,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,H,X7,0.046439628,15,1.010835805,1.011185885,0.012583879,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,H,X8,0.10311284,53,1.010835805,1.011185885,0.012583879,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,H,X9,0.12,18,1.010835805,1.011185885,0.012583879,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,I,X6,0.016949153,8,0.94035001,0.949571373,0.084754807,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,I,X7,0.027863777,9,0.94035001,0.949571373,0.084754807,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,I,X8,0.023346304,12,0.94035001,0.949571373,0.084754807,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,J,X10,0.040441176,11,1.009297176,1.009036194,0.010092055,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,J,X6,0.139830508,66,1.009297176,1.009036194,0.010092055,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,J,X7,0.334365325,108,1.009297176,1.009036194,0.010092055,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,J,X8,0.149805447,77,1.009297176,1.009036194,0.010092055,
TNBC-SA535 Rx,SA535_CISPLATIN_CombinedT,J,X9,0.153333333,23,1.009297176,1.009036194,0.010092055,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,A,X5,0.024793388,6,1.005761613,1.005644259,0.015181927,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,A,X6,0.031152648,10,1.005761613,1.005644259,0.015181927,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,A,X8,0.069970845,24,1.005761613,1.005644259,0.015181927,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,A,X9,0.096446701,19,1.005761613,1.005644259,0.015181927,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,B,X5,0.247933884,60,0.994213371,0.994094773,0.006635345,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,B,X6,0.295950156,95,0.994213371,0.994094773,0.006635345,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,B,X7,0.531390135,237,0.994213371,0.994094773,0.006635345,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,B,X8,0.189504373,65,0.994213371,0.994094773,0.006635345,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,B,X9,0.055837563,11,0.994213371,0.994094773,0.006635345,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,C,X5,0.661157025,160,1,1,0,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,C,X6,0.482866044,155,1,1,0,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,C,X7,0.284753363,127,1,1,0,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,C,X8,0.15451895,53,1,1,0,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,C,X9,0.015228426,3,1,1,0,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,D,X5,0.008264463,2,0.953448337,0.957431113,0.097718336,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,D,X7,0.002242152,1,0.953448337,0.957431113,0.097718336,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,D,X8,0.011661808,4,0.953448337,0.957431113,0.097718336,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,E,X5,0.004132231,1,0.96369042,0.971239124,0.110555376,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,E,X6,0.009345794,3,0.96369042,0.971239124,0.110555376,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,E,X7,0.002242152,1,0.96369042,0.971239124,0.110555376,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,E,X9,0.010152284,2,0.96369042,0.971239124,0.110555376,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,F,X5,0.008264463,2,0.982882135,0.981510395,0.131000285,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,F,X7,0.006726457,3,0.982882135,0.981510395,0.131000285,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,F,X8,0.014577259,5,0.982882135,0.981510395,0.131000285,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,F,X9,0.045685279,9,0.982882135,0.981510395,0.131000285,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,G,X5,0.033057851,8,1.012257398,1.012113933,0.007543676,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,G,X6,0.161993769,52,1.012257398,1.012113933,0.007543676,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,G,X7,0.170403587,76,1.012257398,1.012113933,0.007543676,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,G,X8,0.545189504,187,1.012257398,1.012113933,0.007543676,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,G,X9,0.76142132,150,1.012257398,1.012113933,0.007543676,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,H,X6,0.00623053,2,0.966489999,0.965630506,0.123142053,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,H,X7,0.002242152,1,0.966489999,0.965630506,0.123142053,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,H,X8,0.008746356,3,0.966489999,0.965630506,0.123142053,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,H,X9,0.015228426,3,0.966489999,0.965630506,0.123142053,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,I,X5,0.004132231,1,0.981399719,0.983683775,0.115020275,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,I,X6,0.003115265,1,0.981399719,0.983683775,0.115020275,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,I,X8,0.002915452,1,0.981399719,0.983683775,0.115020275,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,J,X5,0.008264463,2,0.97820835,0.978551911,0.105777786,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,J,X6,0.009345794,3,0.97820835,0.978551911,0.105777786,
TNBC-SA535 UnRx,SA535_CISPLATIN_CombinedU,J,X8,0.002915452,1,0.97820835,0.978551911,0.105777786,
TNBC-SA609 UnRx Line 1,SA609,B,X1,0.005154639,2,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X2,0.012345679,3,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X3,0.118343195,20,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X4,0.15916955,46,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X5,0.075409836,23,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X6,0.084985836,30,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X7,0.003215434,1,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,B,X9,0.001984127,1,1.000875405,1.001015533,0.010801105,
TNBC-SA609 UnRx Line 1,SA609,C,X1,0.989690722,384,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X10,0.00170068,1,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X2,0.765432099,186,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X3,0.449704142,76,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X4,0.038062284,11,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X5,0.036065574,11,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X6,0.016997167,6,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X7,0.012861736,4,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,C,X9,0.001984127,1,1,1,0,
TNBC-SA609 UnRx Line 1,SA609,D,X1,0.005154639,2,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X2,0.222222222,54,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X3,0.431952663,73,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X4,0.688581315,199,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X5,0.763934426,233,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X6,0.294617564,104,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,D,X7,0.006430868,2,1.001818945,1.00184449,0.00751134,
TNBC-SA609 UnRx Line 1,SA609,E,X10,0.591836735,348,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,E,X5,0.003278689,1,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,E,X6,0.036827195,13,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,E,X7,0.115755627,36,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,E,X8,0.136363636,9,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,E,X9,0.303571429,153,1.071877484,1.071288886,0.021745598,
TNBC-SA609 UnRx Line 1,SA609,G,X10,0.088435374,52,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X4,0.058823529,17,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X5,0.08852459,27,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X6,0.529745042,187,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X7,0.533762058,166,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X8,0.303030303,20,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,G,X9,0.248015873,125,1.012065906,1.012454428,0.012721857,
TNBC-SA609 UnRx Line 1,SA609,H,X10,0.318027211,187,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X4,0.024221453,7,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X5,0.003278689,1,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X6,0.036827195,13,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X7,0.327974277,102,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X8,0.560606061,37,1.016301195,1.015580882,0.018467504,
TNBC-SA609 UnRx Line 1,SA609,H,X9,0.444444444,224,1.016301195,1.015580882,0.018467504,
TNBC-SA609 Mixture a,SA609X3X8a,B,X0,0.075409836,23,0.945177859,0.946389867,0.053624191,
TNBC-SA609 Mixture a,SA609X3X8a,B,X1,0.003159558,2,0.945177859,0.946389867,0.053624191,
TNBC-SA609 Mixture a,SA609X3X8a,B,X3,0.004716981,1,0.945177859,0.946389867,0.053624191,
TNBC-SA609 Mixture a,SA609X3X8a,C,X0,0.252459016,77,1,1,0,
TNBC-SA609 Mixture a,SA609X3X8a,C,X1,0.006319115,4,1,1,0,
TNBC-SA609 Mixture a,SA609X3X8a,C,X2,0.014705882,1,1,1,0,
TNBC-SA609 Mixture a,SA609X3X8a,C,X3,0.009433962,2,1,1,0,
TNBC-SA609 Mixture a,SA609X3X8a,D,X0,0.508196721,155,0.96149237,0.960318734,0.027175661,
TNBC-SA609 Mixture a,SA609X3X8a,D,X1,0.009478673,6,0.96149237,0.960318734,0.027175661,
TNBC-SA609 Mixture a,SA609X3X8a,D,X3,0.004716981,1,0.96149237,0.960318734,0.027175661,
TNBC-SA609 Mixture a,SA609X3X8a,E,X0,0.019672131,6,1.082069971,1.080997483,0.028802441,
TNBC-SA609 Mixture a,SA609X3X8a,E,X1,0.192733017,122,1.082069971,1.080997483,0.028802441,
TNBC-SA609 Mixture a,SA609X3X8a,E,X2,0.470588235,32,1.082069971,1.080997483,0.028802441,
TNBC-SA609 Mixture a,SA609X3X8a,E,X3,0.79245283,168,1.082069971,1.080997483,0.028802441,
TNBC-SA609 Mixture a,SA609X3X8a,E,X4,0.944086022,439,1.082069971,1.080997483,0.028802441,
TNBC-SA609 Mixture a,SA609X3X8a,G,X0,0.075409836,23,1.032821748,1.032679691,0.026501136,
TNBC-SA609 Mixture a,SA609X3X8a,G,X1,0.134281201,85,1.032821748,1.032679691,0.026501136,
TNBC-SA609 Mixture a,SA609X3X8a,G,X2,0.176470588,12,1.032821748,1.032679691,0.026501136,
TNBC-SA609 Mixture a,SA609X3X8a,G,X3,0.113207547,24,1.032821748,1.032679691,0.026501136,
TNBC-SA609 Mixture a,SA609X3X8a,G,X4,0.008602151,4,1.032821748,1.032679691,0.026501136,
TNBC-SA609 Mixture a,SA609X3X8a,H,X0,0.068852459,21,1.049270455,1.04973465,0.027752596,
TNBC-SA609 Mixture a,SA609X3X8a,H,X1,0.654028436,414,1.049270455,1.04973465,0.027752596,
TNBC-SA609 Mixture a,SA609X3X8a,H,X2,0.338235294,23,1.049270455,1.04973465,0.027752596,
TNBC-SA609 Mixture a,SA609X3X8a,H,X3,0.075471698,16,1.049270455,1.04973465,0.027752596,
TNBC-SA609 Mixture a,SA609X3X8a,H,X4,0.047311828,22,1.049270455,1.04973465,0.027752596,
TNBC-SA609 Mixture b,SA609X3X8bU,C,X1,0.017793594,10,1,1,0,
TNBC-SA609 Mixture b,SA609X3X8bU,C,X3,0.002141328,1,1,1,0,
TNBC-SA609 Mixture b,SA609X3X8bU,C,X4,0.003333333,2,1,1,0,
TNBC-SA609 Mixture b,SA609X3X8bU,D,X1,0.001779359,1,,,,
TNBC-SA609 Mixture b,SA609X3X8bU,E,X1,0.048042705,27,1.016047618,1.015517489,0.029465547,
TNBC-SA609 Mixture b,SA609X3X8bU,E,X2,0.108949416,56,1.016047618,1.015517489,0.029465547,
TNBC-SA609 Mixture b,SA609X3X8bU,E,X3,0.184154176,86,1.016047618,1.015517489,0.029465547,
TNBC-SA609 Mixture b,SA609X3X8bU,E,X4,0.315,189,1.016047618,1.015517489,0.029465547,
TNBC-SA609 Mixture b,SA609X3X8bU,E,X5,0.240208877,92,1.016047618,1.015517489,0.029465547,
TNBC-SA609 Mixture b,SA609X3X8bU,G,X1,0.06227758,35,1.000195716,1.000272738,0.035092033,
TNBC-SA609 Mixture b,SA609X3X8bU,G,X2,0.044747082,23,1.000195716,1.000272738,0.035092033,
TNBC-SA609 Mixture b,SA609X3X8bU,G,X3,0.074946467,35,1.000195716,1.000272738,0.035092033,
TNBC-SA609 Mixture b,SA609X3X8bU,G,X4,0.065,39,1.000195716,1.000272738,0.035092033,
TNBC-SA609 Mixture b,SA609X3X8bU,G,X5,0.101827676,39,1.000195716,1.000272738,0.035092033,
TNBC-SA609 Mixture b,SA609X3X8bU,H,X1,0.870106762,489,0.999675098,0.998078107,0.02608449,
TNBC-SA609 Mixture b,SA609X3X8bU,H,X2,0.846303502,435,0.999675098,0.998078107,0.02608449,
TNBC-SA609 Mixture b,SA609X3X8bU,H,X3,0.73875803,345,0.999675098,0.998078107,0.02608449,
TNBC-SA609 Mixture b,SA609X3X8bU,H,X4,0.616666667,370,0.999675098,0.998078107,0.02608449,
TNBC-SA609 Mixture b,SA609X3X8bU,H,X5,0.657963446,252,0.999675098,0.998078107,0.02608449,
TNBC-SA609 Rx Line 1,SA000,B,X4,0.524137931,76,1.023161695,1.023876379,0.015751097,
TNBC-SA609 Rx Line 1,SA000,B,X5,0.01910828,9,1.023161695,1.023876379,0.015751097,
TNBC-SA609 Rx Line 1,SA000,C,X4,0.075862069,11,1,1,0,
TNBC-SA609 Rx Line 1,SA000,D,X4,0.027586207,4,0.975898598,0.976078937,0.01696534,
TNBC-SA609 Rx Line 1,SA000,A,X4,0.372413793,54,1.047544989,1.0478128,0.01864884,
TNBC-SA609 Rx Line 1,SA000,A,X5,0.98089172,462,1.047544989,1.0478128,0.01864884,
TNBC-SA609 Rx Line 1,SA000,A,X6,1,448,1.047544989,1.0478128,0.01864884,
TNBC-SA609 Rx Line 1,SA000,A,X7,1,529,1.047544989,1.0478128,0.01864884,
TNBC-SA609 UnRx Line 2,SA609UnBU,A,X5,0.005540166,2,0.956976024,0.952057247,0.157816276,
TNBC-SA609 UnRx Line 2,SA609UnBU,A,X6,0.01497006,5,0.956976024,0.952057247,0.157816276,
TNBC-SA609 UnRx Line 2,SA609UnBU,B,X4,0.140625,9,1.005341046,1.004984647,0.010032574,
TNBC-SA609 UnRx Line 2,SA609UnBU,B,X5,0.119113573,43,1.005341046,1.004984647,0.010032574,
TNBC-SA609 UnRx Line 2,SA609UnBU,B,X6,0.089820359,30,1.005341046,1.004984647,0.010032574,
TNBC-SA609 UnRx Line 2,SA609UnBU,B,X7,0.036585366,3,1.005341046,1.004984647,0.010032574,
TNBC-SA609 UnRx Line 2,SA609UnBU,C,X4,0.203125,13,1,1,0,
TNBC-SA609 UnRx Line 2,SA609UnBU,C,X5,0.11634349,42,1,1,0,
TNBC-SA609 UnRx Line 2,SA609UnBU,C,X6,0.299401198,100,1,1,0,
TNBC-SA609 UnRx Line 2,SA609UnBU,C,X7,0.5,41,1,1,0,
TNBC-SA609 UnRx Line 2,SA609UnBU,D,X4,0.5,32,1.004211064,1.00422758,0.006582393,
TNBC-SA609 UnRx Line 2,SA609UnBU,D,X5,0.340720222,123,1.004211064,1.00422758,0.006582393,
TNBC-SA609 UnRx Line 2,SA609UnBU,D,X6,0.113772455,38,1.004211064,1.00422758,0.006582393,
TNBC-SA609 UnRx Line 2,SA609UnBU,D,X7,0.048780488,4,1.004211064,1.00422758,0.006582393,
TNBC-SA609 UnRx Line 2,SA609UnBU,G,X4,0.015625,1,1.000719674,1.002342391,0.019381788,
TNBC-SA609 UnRx Line 2,SA609UnBU,G,X5,0.113573407,41,1.000719674,1.002342391,0.019381788,
TNBC-SA609 UnRx Line 2,SA609UnBU,G,X6,0.110778443,37,1.000719674,1.002342391,0.019381788,
TNBC-SA609 UnRx Line 2,SA609UnBU,G,X7,0.048780488,4,1.000719674,1.002342391,0.019381788,
TNBC-SA609 UnRx Line 2,SA609UnBU,H,X4,0.140625,9,1.013385486,1.013259287,0.00956352,
TNBC-SA609 UnRx Line 2,SA609UnBU,H,X5,0.304709141,110,1.013385486,1.013259287,0.00956352,
TNBC-SA609 UnRx Line 2,SA609UnBU,H,X6,0.371257485,124,1.013385486,1.013259287,0.00956352,
TNBC-SA609 UnRx Line 2,SA609UnBU,H,X7,0.365853659,30,1.013385486,1.013259287,0.00956352,
TNBC-SA609 Holiday Line 1,SA001,B,X5,0.896551724,234,,,,
TNBC-SA609 Holiday Line 1,SA001,B,X7,0.001453488,1,,,,
TNBC-SA609 Holiday Line 1,SA001,R,X5,0.103448276,27,,,,
TNBC-SA609 Holiday Line 1,SA001,R,X6,1,496,,,,
TNBC-SA609 Holiday Line 1,SA001,R,X7,0.998546512,687,,,,